Device,Method,Blocks,Threads,Datasize,searched Ips,Building time MS,searching time MS
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,2084,96,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1563,128,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1250,160,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,1042,192,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,893,224,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,782,256,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,73.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,73.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,70.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,70.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,70.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,70.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,70.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,256,200000,151,0.000,69.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,695,288,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,76.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,288,200000,151,0.000,77.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,625,320,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,88.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,88.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,88.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,88.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,320,200000,151,0.000,87.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,2.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,569,352,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,84.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,65000,352,200000,151,0.000,83.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,0.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
GeForce GT 740M,LPM-BRUTE FORCE,521,384,200000,1,0.000,1.000
